"","id","userFR_bin","ses_male_bin","ses_age","age34","age35_54","alberta_bin","bcolumbia_bin","nova_scotia_bin","ontario_bin","quebec_bin","yukon_bin","ses_french_bin","educ_group","educBHS","educHS","ses_income_char","ses_income3Cat","incomeLow_bin","incomeMid_bin","ses_postalCode","ses_matStatus_char","matStatus_married_bin","ses_home_ownership_char","home_owned_bin","home_rented_bin","ses_children_char","children_bin","ses_citizenYes_bin","ses_employ_status_char","employ_fulltime_bin","ses_family_structure_char","family_first_union_bin","ses_children05_char","youngChildren","ses_children612_char","dependentChildren","ses_children1317_char","teenChildren","ses_children18_char","ses_0children18_bin","ses_1children18_bin","ses_2children18_bin","ses_3children18_bin","ses_4children18_bin","ideo_right_num.","ideo_interest_politics_num","ideo_cynicism","ideo_cynicism_char","ideo_party_them","ideo_party_bin","ideo_country_bin","ideo_define_num","budget_health_priority_num","budget_health_priority_bin","budget_education_priority_num","budget_education_priority_bin","budget_pensions_priority_num","budget_pensions_priority_bin","budget_taxes_priority_num","budget_taxes_priority_bin","budget_debt_priority_num","budget_debt_priority_bin","budget_spend_prio_health_norm","budget_spend_prio_seniors_norm","budget_spend_prio_childcare_norm","budget_spend_prio_costLiving_norm","budget_spend_prio_climateChange_norm","tradeoff_childcare_num","tradeoff_childcare_higher_taxes_num","tradeoff_childcare_by_cutting_num","tradeoff_childcare_debt_num","tradeoff_no_taxes_num","tradeoff_taxes_sales_num","tradeoff_taxes_high_income_num","tradeoff_taxes_wealthy_num","tradeoff_taxconst_char","tradeoff_capital_bin","tradeoff_sales_bin","tradeoff_income_bin","tradeoff_no_exception_bin","tradeoff_dontremember_bin","tradeoff_childcare_benefits_num","tradeoff_childcare_lowincome_num","tradeoff_childcare_char","tradeoff_childcare_benefits_bin","tradeoff_childcare_income_bin","tradeoff_childcare_dontremember_bin","tradeoff_childcare_no_mention_bin","tradeoff_senior_benefits_num","tradeoff_senior_income_num","redis_intelligence_num","redis_opportunity_num","redis_reasons_rich_num","redis_reasons_poor_num","redis_effort_num","redis_social_benefits_num","redis_welfare_num","redis_no_cheat_system_num","trust_social_bin","trust_pol_parties_bin","trust_fed_gov_bin","trust_prov_gov_bin","trust_media_bin","trust_your_prov_gov_bin","tradeoff_invest_green_num","tradeoff_taxes_green_num","tradeoff_cutting_for_green_num","tradeoff_debt_green_num"
"124",124,1,0,40,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H2A","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.22,0.4,"The country","the_country",0,0,1,0.5,1,1,0.75,1,0,0,0.25,0,0.5,0,0.25,0.25,0,0,0.5,NA,NA,NA,NA,0.33,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.33,NA,0.66,0.66,NA,0.33,0.66,0.66,0.66,0,0,0,0,0,0,NA,1,NA,NA
"125",125,1,1,72,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"G6V","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.8,"The country","the_country",0,0,1,0.25,0.75,1,0.5,0,0,0,1,1,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,0.66,NA,NA,NA,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,NA,1,0.33,1,0.66,0.66,0,0,0,0,0,0,NA,NA,NA,0.66
"126",126,1,1,77,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"g0r","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,1,"Don’t know","dont_know",0,0,0,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,0.66,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,1,NA,NA,1,0.66,1,0.66,0.66,0,0,0,0,0,0,1,NA,NA,NA
"127",127,1,1,71,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G3A","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"The country","the_country",0,0,1,0,1,1,0.75,1,0,0,0.25,0,0.5,0,0.5,0.25,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,"I don’t remember.",0,0,0,0,1,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,NA,0.66,0.66,1,0.33,1,0,0,0,0,0,0,0.33,NA,NA,NA
"128",128,1,1,33,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J5L","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,1,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,0.66,NA,NA,1,0.33,1,0.33,0.33,0,0,0,0,0,0,NA,1,NA,NA
"129",129,1,1,74,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"H7K","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.66,0.9,"The country","the_country",0,0,1,0.25,0,0,0.75,1,0.5,0,1,1,0.25,0,0,0.25,0,0.5,0,NA,NA,0.33,NA,NA,0,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.33,NA,0.66,NA,1,0.66,1,0.33,0,0,0,0,0,0,NA,NA,NA,NA
"130",130,1,NA,35,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G1l","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.5,"Themselves","themselves",1,0,0,0.25,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0.25,0.25,0.66,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,0.33,NA,NA,1,0,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA
"131",131,1,1,78,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G8G","widower",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.3,"Themselves","themselves",1,0,0,0.25,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0,0,0.25,NA,NA,NA,NA,1,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"No trade-off was mentioned.",0,0,0,1,NA,1,0.66,NA,0.66,NA,0.33,1,0.33,0.33,0,0,0,0,0,0,NA,NA,NA,0.66
"132",132,1,0,67,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J1L","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.55,0.7,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0,0.25,0,0.25,NA,1,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,1,NA,NA,0.66,0.66,1,0.33,0.66,0,0,0,0,0,0,NA,NA,NA,NA
"133",133,1,1,60,0,0,0,0,0,0,1,0,1,"educHS",0,1,"150001_to_200000","High",0,0,"g2b","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,1,NA,NA,1,0.33,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,0.66
"134",134,1,1,29,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"H2G","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"self_employed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,1,"The country","the_country",0,0,1,0.25,0.25,0,1,1,0,0,0.75,1,0.5,0,0.25,0.25,0,0,0.25,NA,0,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,NA,0.33,1,NA,0.33,0.66,0.33,0.66,0,0,0,0,0,0,NA,NA,NA,NA
"135",135,1,1,34,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G9B","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"2 enfants 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.11,0.9,"Their party","their_party",0,1,0,0,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0,0.5,0,0.25,NA,NA,NA,NA,NA,0,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,0.33,NA,1,0,1,0.33,0.66,0,0,0,0,0,0,NA,NA,1,NA
"136",136,1,1,48,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"H2B","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"not_working_due_to_illness_disability_or_not_looking_for_work",0,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"1 enfant 13-17 ans",1,"2 enfants 18+ ans",0,0,1,0,0,0.11,0.9,"The country","the_country",0,0,1,0.25,0.75,1,1,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,0,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.66,NA,1,NA,0.33,1,0.33,0.66,0,0,0,0,0,0,NA,NA,NA,0.66
"137",137,1,1,61,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"G6C","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"working_full_time",1,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.77,0.7,"Their party","their_party",0,1,0,0.5,0.5,0,0.75,1,0.25,0,0,0,1,1,0.25,0.25,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,0.66,"A tax on high incomes.",0,0,1,0,0,0,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,NA,0.66,0.33,1,0.33,0.66,0,0,0,0,0,0,NA,NA,NA,0.33
"138",138,1,0,59,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"J1R","single",0,"rented",0,1,"alone_without_children",0,1,"working_part_time",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Their party","their_party",0,1,0,0,1,1,0.75,1,0.25,0,0.5,0,0,0,0,0,0,0,0.75,NA,NA,NA,0.66,NA,0.66,NA,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"I don’t remember.",0,0,1,0,NA,0.66,NA,1,NA,1,0.33,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA
"139",139,1,0,41,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"150001_to_200000","High",0,0,"2w3","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.5,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0,0.25,NA,NA,NA,NA,NA,NA,1,NA,"No exception was mentioned.",0,0,0,1,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,NA,0.66,NA,1,0.33,1,0.33,0.66,0,0,0,0,0,0,NA,NA,0.66,NA
"140",140,1,1,43,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"J1N","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"2 enfants 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.77,0.7,"The country","the_country",0,0,1,NA,1,1,0.5,0,0,0,0.75,1,0.25,0,0.5,0,0,0.25,0,0.33,NA,NA,NA,1,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.33,NA,1,0.66,NA,0.66,1,0.66,0,0,0,0,0,0,0,NA,NA,NA,NA
"141",141,1,0,66,0,0,0,0,0,0,1,0,1,"educHS",0,1,"60001_to_90000","Mid",0,1,"h1a","single",0,"rented",0,1,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.6,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0,NA,NA,1,NA,1,0.66,1,0.66,1,0,0,0,0,0,0,NA,NA,0.66,NA
"142",142,1,0,40,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"H1T","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"separate_parents",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.5,"Their party","their_party",0,1,0,NA,1,1,0.75,1,0.25,0,0.5,0,0,0,0.5,0,0,0,0.25,NA,NA,NA,0.33,NA,NA,NA,1,"A capital gains tax.",1,0,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,0.33,NA,1,NA,0.33,0.66,1,0.33,0,0,0,0,0,0,NA,NA,NA,NA
"143",143,1,1,81,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"G1X","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_part_time",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Their party","their_party",0,1,0,0.5,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0.25,0,0,0,NA,NA,NA,NA,0.33,NA,NA,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,0.33,NA,0.66,NA,0.66,0.66,0.66,1,0,0,0,0,0,0,0.66,NA,NA,NA
"144",144,1,1,81,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"G1S","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"single_parent",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.7,"Themselves","themselves",1,0,0,0,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.5,0,0,0,NA,NA,NA,NA,NA,0.66,NA,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"No trade-off was mentioned.",0,0,0,1,NA,1,0.33,NA,NA,0.66,0.33,1,0.66,0.33,0,0,0,0,0,0,NA,NA,0.66,NA
"145",145,1,1,50,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"G1Y","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"1 enfant 13-17 ans",1,"1 enfant 18+ ans",0,1,0,0,0,0.33,1,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0,0,0.5,0,0.25,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,1,NA,0.66,0.66,0.66,0.33,0.66,0,0,0,0,0,0,NA,0.66,NA,NA
"146",146,1,1,29,1,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"H4e","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.7,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.5,0,0.25,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,NA,0.33,NA,NA,"No exception was mentioned.",0,0,0,1,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.66,NA,0.66,NA,1,NA,0,1,0.33,1,0,0,0,0,0,0,1,NA,NA,NA
"147",147,1,1,42,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"H7N","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_part_time",0,"first_union",1,"0 enfant 0-5 ans",0,"2 enfants 6-12 ans",1,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.11,0.1,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0.5,0,0,0,0.25,0,0.25,0,0.25,0,0.5,NA,NA,NA,NA,NA,0.33,NA,NA,"An increase in sales taxes.",0,1,0,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,NA,0.66,1,NA,0.66,0.66,0.66,0.66,0,0,0,0,0,0,1,NA,NA,NA
"148",148,1,0,70,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"60001_to_90000","Mid",0,1,"J1K","widower",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"alone_without_children",0,1,"retired",0,"other",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Their party","their_party",0,1,0,0,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0.25,0,0,0.25,NA,0.66,NA,NA,NA,NA,NA,0.66,"An increase in sales taxes.",0,1,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,NA,0.33,0.66,NA,0.33,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA
"149",149,1,1,40,0,1,0,0,0,0,1,0,1,"educHS",0,1,"150001_to_200000","High",0,0,"j4x","common_law",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"1 enfant 0-5 ans",1,"0 enfant 6-12 ans",0,"0 enfant 13-17 ans",0,"0 enfant 18+ ans",1,0,0,0,0,0.33,0.9,"Their party","their_party",0,1,0,0.25,0.75,1,1,1,0,0,0.5,0,0.25,0,0,0.25,0.25,0,0.5,NA,0.66,NA,NA,NA,NA,NA,0.66,"A capital gains tax.",1,0,0,0,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,NA,0.66,0.66,NA,NA,0.66,0.66,0.66,0.33,0.33,0,0,0,0,0,0,NA,NA,NA,NA
"150",150,1,1,73,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"H8R","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"self_employed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.11,0.9,"Themselves","themselves",1,0,0,0,0.75,1,0.25,0,0,0,0.5,0,1,1,0,0,0,0,0.5,NA,NA,NA,1,NA,NA,1,NA,"A capital gains tax.",1,0,0,0,0,0.33,NA,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,0.66,NA,1,NA,0.33,1,1,0.33,0,0,0,0,0,0,NA,NA,NA,NA
"151",151,1,0,75,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"90001_to_110000","Mid",0,1,"G1S","common_law",0,"rented",0,1,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.44,0.5,"The country","the_country",0,0,1,0.5,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0.25,0.25,0.25,NA,0.66,NA,NA,1,NA,NA,NA,"No exception was mentioned.",0,0,0,1,0,0.66,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.33,NA,0.66,NA,0.66,NA,0.33,1,0.33,0.33,0,0,0,0,0,0,NA,NA,NA,NA
"152",152,1,1,69,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"110001_to_150000","Mid",0,1,"J4n","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.8,"Their party","their_party",0,1,0,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0,NA,0.33,NA,NA,NA,NA,0.66,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,1,NA,0.66,NA,NA,0.66,0.66,1,0.66,0.66,0,0,0,0,0,0,NA,NA,NA,NA
"153",153,1,1,35,0,1,0,0,0,0,1,0,0,"educUniv",0,0,"110001_to_150000","Mid",0,1,"H3S","single",0,"rented",0,1,"alone_without_children",0,1,"working_full_time",1,"separate_parents",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.8,"Their party","their_party",0,1,0,0.5,1,1,0.75,1,0.5,0,0,0,0.25,0,0.25,0.25,0.25,0.25,0,NA,NA,NA,NA,NA,NA,0.66,NA,"I don’t remember.",0,0,0,0,1,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,0.66,0.66,NA,NA,0.66,0.33,0.66,0.33,0.66,0,0,0,0,0,0,NA,0.66,NA,NA
"154",154,1,1,65,0,0,0,0,0,0,1,0,1,"educUniv",0,0,"30001_to_60000","Mid",0,1,"j0e","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,0,"unemployed",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.33,0.9,"Themselves","themselves",1,0,0,1,1,1,0.75,1,0.5,0,0.25,0,0,0,0.5,0,0,0,0.25,NA,NA,0.66,NA,NA,NA,1,NA,"A tax on high incomes.",0,0,1,0,0,NA,1,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,NA,1,NA,0.33,NA,0.66,0.33,1,0.66,0.66,0,0,0,0,0,0,NA,NA,NA,NA
"155",155,1,1,45,0,1,0,0,0,0,1,0,1,"educUniv",0,0,"more_than_200000","High",0,0,"h8t","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_with_children",1,1,"working_full_time",1,"first_union",1,"0 enfant 0-5 ans",0,"0 enfant 6-12 ans",0,"2 enfants 13-17 ans",1,"0 enfant 18+ ans",1,0,0,0,0,0.33,0.7,"Don’t know","dont_know",0,0,0,0.25,0.75,1,1,1,0,0,0.25,0,0.5,0,0.25,0.25,0,0.25,0.25,NA,NA,0.33,NA,NA,NA,0.33,NA,"No exception was mentioned.",0,0,0,1,0,NA,0.33,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,1,NA,NA,1,0.33,1,0.33,1,0,0,0,0,0,0,NA,NA,NA,NA
"156",156,1,1,39,0,1,0,0,0,0,1,0,0,"educUniv",0,0,"more_than_200000","High",0,0,"J5B","single",0,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"working_full_time",1,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.77,1,"Their party","their_party",0,1,0,NA,0.5,0,0.75,1,0,0,1,1,0.25,0,0.25,0.25,0,0.5,0,NA,NA,NA,0,NA,NA,NA,0,"A capital gains tax.",1,0,0,0,0,0.33,NA,"A reduction in other family benefits (e.g., child tax credits or parental leave payments).",1,0,0,0,0.66,NA,NA,1,0.33,NA,1,0.66,0.66,0.33,0,0,0,0,0,0,NA,NA,NA,NA
"157",157,1,0,69,0,0,0,0,0,0,1,0,0,"educHS",0,1,"110001_to_150000","Mid",0,1,"G1w","married",1,"owned_by_your_family_or_a_member_of_your_household",1,0,"in_couple_without_children",0,1,"retired",0,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0.22,0.5,"The country","the_country",0,0,1,0.25,1,1,0.75,1,0.25,0,0.5,0,0,0,0.25,0.25,0.25,0.25,0.25,NA,NA,NA,NA,0.33,NA,NA,NA,"A tax on high incomes.",0,0,1,0,0,NA,0.66,"An increase in the price of childcare for middle- and upper-class families.",0,1,0,0,0.33,NA,NA,0.66,NA,0.66,0.33,1,0.66,1,0,0,0,0,0,0,NA,NA,0.66,NA
